loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
4163,2.0, Graduate, Yes,6600000.0,25600000,6.0,740,10900000,1900000,18900000,9200000, Approved
4164,3.0, Graduate, No,8900000.0,24400000,10.0,774,11200000,6100000,31400000,7300000, Approved
4165,1.0, Graduate, Yes,6400000.0,16400000,20.0,555,6000000,2500000,20100000,7400000, Approved
4166,4.0, Not Graduate, Yes,8200000.0,17300000,12.0,588,9700000,1200000,20700000,4800000, Approved
4167,1.0, Graduate, No,500000.0,1300000,14.0,619,1500000,100000,2000000,500000, Approved
4168,0.0,, No,9700000.0,31600000,18.0,607,24300000,7900000,32400000,7500000, Approved
4169,3.0, Not Graduate, Yes,7100000.0,16700000,4.0,435,1700000,9600000,24300000,6200000, Rejected
4170,4.0, Not Graduate, Yes,1400000.0,3400000,14.0,835,3100000,100000,4100000,2100000, Approved
4171,1.0, Not Graduate, No,7200000.0,28100000,14.0,767,10000000,10400000,27500000,4000000, Approved
4172,1.0, Graduate, Yes,8400000.0,26200000,14.0,643,19400000,11500000,17900000,6900000, Approved
4173,4.0, Not Graduate, No,4300000.0,13900000,2.0,894,10100000,100000,8600000,3300000, Approved
4174,0.0, Not Graduate, Yes,8800000.0,29800000,8.0,343,20000000,4900000,33300000,12200000, Rejected
4175,4.0, Not Graduate, No,4000000.0,15100000,8.0,800,8700000,6900000,12200000,4400000, Approved
4176,3.0, Not Graduate, Yes,6900000.0,17900000,18.0,494,7700000,11200000,15400000,8700000, Rejected
4177,4.0, Graduate, No,9600000.0,33000000,14.0,336,5800000,8500000,30100000,4900000, Rejected
4178,2.0, Not Graduate, No,6900000.0,16500000,16.0,785,19600000,8600000,27100000,3600000, Approved
4179,1.0, Not Graduate, Yes,3600000.0,13400000,16.0,732,5200000,6700000,7300000,3300000, Approved
4180,2.0, Not Graduate, No,1900000.0,4600000,12.0,587,3000000,1300000,4800000,1100000, Approved
4181,3.0, Not Graduate, Yes,9700000.0,30800000,18.0,471,12700000,3800000,37300000,10400000, Rejected
4182,2.0, Not Graduate, No,1200000.0,4100000,8.0,497,2700000,700000,3700000,1300000, Rejected
4183,1.0, Not Graduate, No,400000.0,1600000,16.0,784,800000,700000,700000,100000, Approved
4184,2.0, Graduate, No,6600000.0,21500000,18.0,471,13700000,9800000,17100000,4800000, Rejected
4185,2.0, Graduate, No,1500000.0,3300000,4.0,763,300000,1200000,5400000,700000, Approved
4186,4.0, Not Graduate, No,3500000.0,9500000,2.0,655,9900000,6600000,9400000,3100000, Approved
4187,3.0, Not Graduate, Yes,4000000.0,8600000,4.0,667,11500000,6300000,15300000,3500000, Approved
4188,3.0, Not Graduate, No,4100000.0,14100000,8.0,367,900000,800000,8900000,5300000, Rejected
4189,4.0, Graduate, No,5800000.0,18500000,16.0,436,1400000,5500000,17100000,6500000, Rejected
4190,4.0, Graduate, Yes,8600000.0,23300000,12.0,785,18800000,3800000,23500000,4500000, Approved
4191,2.0, Graduate, No,4500000.0,11400000,10.0,388,11600000,3000000,14300000,2900000, Rejected
4192,2.0, Graduate, Yes,9900000.0,37300000,8.0,385,600000,900000,27400000,14200000, Rejected
4193,1.0, Not Graduate, Yes,3200000.0,8100000,10.0,670,9100000,3800000,9200000,1900000, Approved
4194,5.0, Graduate, Yes,8900000.0,19100000,20.0,329,13300000,11400000,29500000,10000000, Rejected
4195,5.0, Not Graduate, Yes,2100000.0,4900000,12.0,651,2500000,2100000,6100000,1800000, Approved
4196,1.0, Graduate, No,7100000.0,26000000,16.0,727,4300000,9500000,18900000,8900000, Approved
4197,2.0, Graduate, Yes,7800000.0,28900000,14.0,646,1800000,1800000,17700000,11000000, Approved
4198,3.0, Not Graduate, Yes,8600000.0,23200000,12.0,894,22100000,13900000,29200000,4500000, Approved
4199,3.0, Graduate, Yes,5100000.0,17000000,10.0,477,1700000,3300000,13700000,6300000, Rejected
4200,5.0, Not Graduate, No,600000.0,2000000,20.0,811,300000,400000,1900000,600000, Approved
4201,0.0, Graduate, Yes,6600000.0,21200000,18.0,377,1000000,9600000,14800000,9500000, Rejected
4202,0.0, Not Graduate, Yes,4700000.0,17000000,18.0,802,3600000,1600000,17800000,2700000, Approved
4203,2.0, Graduate, Yes,7700000.0,19700000,14.0,885,19900000,14600000,22000000,8000000, Approved
4204,4.0, Graduate, Yes,6400000.0,21900000,6.0,437,7000000,10000000,24600000,4100000, Rejected
4205,2.0, Graduate, No,1100000.0,2500000,20.0,615,2800000,1700000,2300000,1300000, Approved
4206,2.0, Not Graduate, No,8900000.0,17800000,20.0,603,3300000,17600000,29000000,13100000, Approved
4207,0.0, Not Graduate, Yes,2100000.0,8300000,20.0,765,-100000,3600000,7700000,2100000, Approved
4208,4.0, Not Graduate, Yes,2300000.0,5800000,8.0,469,6100000,4200000,7900000,2400000, Rejected
4209,3.0, Graduate, No,8300000.0,17700000,16.0,848,10500000,1100000,18700000,5900000, Approved
4210,4.0, Graduate, No,900000.0,2700000,20.0,327,400000,1200000,2200000,1200000, Rejected
4211,3.0, Not Graduate, Yes,9200000.0,35000000,4.0,716,1100000,10200000,33600000,11400000, Approved
4212,3.0, Graduate, No,9800000.0,28300000,2.0,715,19500000,9600000,28800000,9200000, Approved
4213,0.0, Not Graduate, No,200000.0,600000,12.0,683,400000,200000,400000,0, Approved
4214,2.0, Not Graduate, Yes,3200000.0,9700000,6.0,737,7300000,3500000,9700000,2600000, Approved
4215,5.0, Not Graduate, No,7800000.0,27000000,6.0,728,4400000,13100000,18500000,7400000, Approved
4216,1.0, Graduate, No,8300000.0,30000000,18.0,350,12800000,10800000,23800000,9400000, Rejected
4217,1.0, Graduate, Yes,2100000.0,5200000,14.0,802,100000,600000,6400000,2500000, Approved
4218,5.0, Not Graduate, Yes,400000.0,1400000,4.0,483,1100000,700000,800000,100000, Approved
4219,3.0, Graduate, Yes,7700000.0,21800000,18.0,684,100000,600000,15600000,5500000, Approved
4220,4.0, Graduate, Yes,5600000.0,16500000,20.0,692,14500000,7800000,18000000,7400000, Approved
4221,0.0, Graduate, No,8400000.0,31000000,4.0,783,19000000,13300000,30600000,6900000, Approved
4222,3.0, Graduate, Yes,1300000.0,4300000,18.0,412,600000,900000,5200000,1200000, Rejected
4223,0.0, Not Graduate, No,8700000.0,30200000,10.0,447,14200000,14800000,28200000,6100000, Rejected
4224,0.0, Not Graduate, No,2700000.0,8400000,14.0,610,900000,1900000,6100000,2800000, Approved
4225,5.0, Graduate, Yes,800000.0,1800000,8.0,881,300000,1100000,2600000,400000, Approved
4226,5.0, Graduate, Yes,3800000.0,10300000,16.0,606,7700000,1900000,9900000,2700000, Approved
4227,5.0, Graduate, Yes,700000.0,2600000,2.0,869,1100000,500000,1400000,500000, Approved
4228,4.0, Graduate, Yes,400000.0,1400000,2.0,496,400000,200000,1100000,400000, Approved
4229,1.0, Graduate, Yes,3200000.0,9300000,6.0,483,6700000,1900000,7800000,3600000, Rejected
4230,3.0, Graduate, No,7500000.0,22200000,8.0,741,6600000,6900000,17600000,11000000, Approved
4231,2.0, Not Graduate, No,3700000.0,13500000,4.0,820,4700000,1600000,14000000,5300000, Approved
4232,5.0, Graduate, No,3300000.0,9100000,18.0,697,8800000,1800000,11300000,2600000, Approved
4233,1.0, Graduate, Yes,200000.0,500000,20.0,713,0,200000,500000,100000, Approved
4234,1.0, Not Graduate, No,7100000.0,17000000,6.0,754,1100000,500000,27000000,6800000, Approved
4235,3.0, Not Graduate, Yes,1500000.0,5100000,14.0,837,4100000,1000000,3300000,1400000, Approved
4236,0.0, Not Graduate, No,3000000.0,6500000,2.0,691,7800000,4500000,8900000,2500000, Approved
4237,3.0, Graduate, Yes,1900000.0,5300000,12.0,436,2300000,3500000,5000000,2600000, Rejected
4238,0.0, Not Graduate, No,9100000.0,30100000,8.0,322,26200000,9500000,18800000,5900000, Rejected
4239,0.0, Not Graduate, No,2200000.0,7500000,2.0,333,3400000,600000,6200000,1500000, Approved
4240,0.0, Not Graduate, Yes,8400000.0,23000000,14.0,455,400000,13400000,29800000,9400000, Rejected
4241,1.0, Graduate, Yes,400000.0,700000,10.0,787,1000000,200000,1600000,500000, Approved
4242,2.0, Graduate, Yes,5600000.0,15800000,16.0,748,10300000,100000,21700000,6300000, Approved
4243,5.0, Not Graduate, Yes,8200000.0,27100000,4.0,643,15400000,7700000,21300000,4100000, Approved
4244,0.0, Not Graduate, Yes,1600000.0,3400000,8.0,867,-100000,2700000,4300000,1300000, Approved
4245,3.0, Not Graduate, No,1800000.0,5600000,20.0,860,1900000,1700000,4300000,900000, Approved
4246,5.0, Not Graduate, Yes,6500000.0,23900000,2.0,507,500000,10200000,15900000,8000000, Approved
4247,1.0, Graduate, Yes,3100000.0,11500000,4.0,871,1500000,2400000,7100000,3600000, Approved
4248,3.0, Not Graduate, No,3100000.0,9800000,12.0,820,6400000,5200000,10900000,4400000, Approved
4249,4.0, Graduate, Yes,5300000.0,14500000,4.0,352,12600000,4900000,10500000,3500000, Rejected
4250,4.0, Graduate, No,1100000.0,4000000,14.0,887,2400000,1500000,4200000,1600000, Approved
4251,1.0, Graduate, Yes,6000000.0,13400000,12.0,731,1300000,4300000,21300000,6900000, Approved
4252,0.0, Graduate, Yes,6100000.0,14600000,18.0,645,14500000,200000,23000000,4600000, Approved
4253,3.0, Not Graduate, No,4100000.0,14100000,10.0,300,7600000,2100000,8400000,2200000, Rejected
4254,5.0, Graduate, Yes,7000000.0,26200000,12.0,896,13100000,6600000,23600000,5700000, Approved
4255,0.0, Not Graduate, Yes,8900000.0,27700000,6.0,372,18200000,14900000,33700000,6100000, Rejected
4256,4.0, Graduate, No,4800000.0,12000000,6.0,441,8400000,1300000,18200000,3200000, Rejected
4257,3.0, Graduate, Yes,7400000.0,18300000,4.0,348,14300000,12600000,17900000,9800000, Rejected
4258,0.0, Graduate, No,9700000.0,27500000,18.0,343,13400000,16500000,20000000,8200000, Rejected
4259,5.0, Graduate, Yes,9700000.0,22600000,16.0,346,23500000,12900000,26800000,13000000, Rejected
4260,0.0, Not Graduate, Yes,4500000.0,11500000,14.0,509,13400000,2300000,15400000,5900000, Rejected
4261,5.0, Graduate, No,8800000.0,29300000,10.0,560,16800000,13900000,31100000,9900000, Approved
4262,3.0, Graduate, Yes,3000000.0,7500000,6.0,881,1400000,4500000,6100000,2300000, Approved
4263,5.0, Graduate, No,1300000.0,3000000,20.0,540,1000000,2300000,3200000,1900000, Rejected
4264,3.0, Graduate, No,5000000.0,12700000,14.0,865,4700000,8100000,19500000,6300000, Approved
4265,5.0, Graduate, Yes,1000000.0,2300000,12.0,317,2800000,500000,3300000,800000, Rejected
4266,0.0, Not Graduate, Yes,,11300000,20.0,559,4200000,2900000,11000000,1900000, Approved
4267,2.0, Not Graduate, No,6500000.0,23900000,18.0,457,1200000,12400000,18100000,7300000, Rejected
4268,1.0, Not Graduate, No,4100000.0,12800000,8.0,780,8200000,700000,14100000,5800000, Approved
4269,1.0, Graduate, No,9200000.0,29700000,10.0,607,17800000,11800000,35700000,12000000, Approved
4270,0.0, Not Graduate, Yes,5470088.0,20413941,6.0,340,9729161,19511397,1320765,19799185, Approved
4271,3.0, Graduate, Yes,8061896.0,2179704,9.0,878,1420592,1495565,1973811,17197926, Approved
4272,3.0, Graduate, No,9533420.0,23345273,20.0,505,11811365,16245177,21444775,6143371, Approved
4273,5.0, Not Graduate, No,9850497.0,28835151,22.0,877,5631776,8231085,49529081,14671533, Rejected
4274,4.0, Not Graduate, No,8207695.0,20322460,10.0,656,10254036,13259985,1625982,18543526, Rejected
4275,0.0, Not Graduate, Yes,9147343.0,21052354,6.0,744,8338989,5534669,37268372,13960439, Approved
4276,0.0, Graduate, Yes,5645716.0,8721593,21.0,708,9689868,2039180,18832160,10645365, Approved
4277,3.0, Not Graduate, Yes,6471268.0,15712965,17.0,599,10497636,19420007,7429033,9705761, Rejected
4278,2.0,, No,3812371.0,17052992,17.0,411,8673523,8864805,43889929,11547106, Rejected
4279,0.0, Not Graduate, No,7018681.0,23402887,17.0,739,16627883,8395952,41274204,14526918, Rejected
4280,0.0, Graduate, Yes,9527411.0,18735486,14.0,889,16833328,8558457,21031668,2273956, Approved
4281,1.0, Not Graduate, Yes,4930554.0,29669666,,657,12060463,13775040,42261959,6544273, Rejected
4282,2.0, Graduate, No,7293635.0,12315820,13.0,515,14705385,8644508,35105132,6875372, Approved
4283,2.0, Not Graduate, Yes,3887800.0,11664812,7.0,660,12843204,15140996,34576719,1173786, Approved
4284,2.0, Not Graduate, Yes,5142915.0,9756645,8.0,617,5778251,9795719,668526,628875, Rejected
4285,2.0, Not Graduate, Yes,4897681.0,20577798,10.0,705,17359913,19778883,35442437,12983712, Approved
4286,1.0, Not Graduate, Yes,1164092.0,5913388,13.0,435,3254278,10021865,2536931,6669558, Rejected
4287,3.0, Graduate, No,3564029.0,25272564,10.0,590,1395633,16756178,49869107,4128469, Approved
4288,0.0, Not Graduate, Yes,2204048.0,7332064,16.0,831,18654099,4501429,29430339,12807417, Rejected
4289,1.0, Graduate, Yes,7646223.0,23174440,16.0,894,14405359,4906091,45765850,12882871, Rejected
4290,2.0, Not Graduate, No,9579790.0,2963168,22.0,444,15421371,19517028,32237915,13835610, Approved
4291,2.0, Graduate, Yes,3033298.0,5738911,6.0,791,17550682,18432863,12528600,5590156, Rejected
4292,4.0, Graduate, Yes,3909506.0,22530560,14.0,816,16517398,3106959,34034113,13958670, Rejected
4293,0.0, Graduate, No,1376866.0,6594007,13.0,381,1668804,7999703,24941141,16892643, Rejected
4294,2.0, Not Graduate, No,3482361.0,2770964,8.0,635,7084870,12471416,36559644,17536877, Rejected
4295,2.0, Not Graduate, Yes,9478847.0,24863023,11.0,622,18126420,10875078,30922025,2594630, Approved
4296,2.0, Not Graduate, No,6754787.0,10388063,18.0,471,3787488,15432729,32677233,7206135, Approved
4297,1.0, Not Graduate, Yes,1452987.0,19872286,16.0,679,4479064,18966130,29500974,11273687, Rejected
4298,5.0, Graduate, Yes,3305365.0,17513155,17.0,896,11419609,13739894,23392309,3696977, Approved
4299,4.0, Graduate, Yes,7395434.0,25591600,15.0,624,6555898,13372121,5549992,19656835, Rejected
4300,5.0, Graduate, No,8319655.0,21121583,9.0,344,15905296,8806748,45622729,8020555, Approved
4301,1.0, Not Graduate, No,4701409.0,26194523,17.0,445,7378431,13778780,46558697,14390493, Approved
4302,3.0, Not Graduate, No,8223530.0,26966407,12.0,380,1089341,585943,19846509,10828073, Rejected
4303,4.0, Graduate, Yes,3757809.0,29839656,18.0,789,2778171,9866894,10039830,16726622, Rejected
4304,1.0, Graduate, Yes,7313478.0,16585232,24.0,645,1842678,15771480,13375626,1036315, Rejected
4305,4.0, Graduate, Yes,4720789.0,5218729,18.0,544,13377502,4457702,47734976,1667786, Approved
4306,5.0, Not Graduate, No,8594162.0,20331398,16.0,873,18735637,6625641,11416364,12116238, Rejected
4307,4.0, Not Graduate, No,8491921.0,27506607,9.0,653,4666763,17435329,25935601,9456217, Rejected
4308,4.0, Graduate, No,1574219.0,1380544,23.0,766,17401962,7486990,24461017,17475777, Rejected
4309,5.0, Graduate, Yes,9273394.0,8786385,8.0,689,17204663,16057031,19221036,3381869, Rejected
4310,3.0, Not Graduate, No,9476766.0,8639819,19.0,878,19749934,14351182,30416911,8002148, Approved
4311,1.0, Not Graduate, Yes,1623548.0,7697399,8.0,324,12920226,19237387,28488324,19281378, Approved
4312,4.0, Graduate, Yes,4502561.0,11973603,8.0,488,4039645,10236987,1540577,9017458, Rejected
4313,5.0,, Yes,5822868.0,20698092,23.0,666,4383557,14527004,30841824,17417891, Rejected
4314,3.0, Graduate, Yes,5138045.0,6661733,14.0,821,15004402,6480943,15862616,16735497, Approved
4315,2.0, Graduate, No,8573712.0,10811365,14.0,740,799034,13195328,19274658,19803417, Rejected
4316,3.0, Graduate, No,9202876.0,16154414,24.0,462,12049171,9275908,42515199,17576523, Rejected
4317,1.0, Graduate, Yes,1896132.0,1245253,23.0,790,14393255,16748893,46874279,7422794, Rejected
4318,5.0, Graduate, No,5051850.0,11743475,14.0,410,6570211,16318089,46373678,10967222, Rejected
4319,2.0, Not Graduate, Yes,2939899.0,22199926,6.0,400,5336638,16060798,33239144,3471019, Rejected
4320,2.0, Graduate, Yes,8092803.0,25837161,17.0,734,11329031,13952251,44892558,19541617, Approved
4321,0.0, Not Graduate, No,8168410.0,24930476,13.0,598,1103222,17006258,28919062,3068900, Rejected
4322,2.0, Not Graduate, No,4889360.0,20502523,23.0,497,624871,4381906,15732345,7823189, Rejected
4323,3.0, Graduate, No,6257474.0,5780292,7.0,385,3854729,3833903,490975,19392224, Approved
4324,0.0, Graduate, No,6407610.0,25526042,16.0,493,18725464,16631074,34048909,5462562, Approved
4325,4.0, Not Graduate, Yes,5628320.0,29232171,18.0,435,17553122,15922641,10541063,18926652, Approved
4326,3.0, Graduate, Yes,1106561.0,21066999,7.0,601,4979624,18208053,17215927,17210662, Approved
4327,1.0, Not Graduate, Yes,1515581.0,4808292,20.0,639,19508251,17070393,39143983,16934462, Rejected
4328,1.0, Not Graduate, No,3436417.0,14644166,6.0,655,11430202,14501077,10287108,11442458, Approved
4329,5.0, Not Graduate, Yes,4137817.0,23358899,17.0,540,3308051,16043971,19758610,6542822, Approved
4330,4.0, Not Graduate, Yes,5620221.0,28915277,18.0,595,6756307,16046976,12331358,9815980, Approved
4331,, Not Graduate, No,8172711.0,14258100,18.0,471,19395036,11168423,19718390,12202540, Approved
4332,4.0, Graduate, Yes,4305790.0,12045796,14.0,389,470302,13904842,2034442,5112210, Rejected
4333,5.0, Not Graduate, Yes,4320120.0,20176365,18.0,514,19947710,11525417,17377737,2095702, Rejected
4334,3.0, Graduate, Yes,2115162.0,7471667,18.0,526,7762841,9449221,14290838,875426, Rejected
4335,2.0, Graduate, Yes,9077566.0,24825924,9.0,558,9561727,3677335,18682977,14534271, Rejected
4336,4.0, Graduate, No,9439212.0,22532247,8.0,486,12543480,15204021,33317782,4910161, Approved
4337,1.0, Graduate, Yes,8883343.0,5253845,17.0,365,13768582,4128808,1519296,15978365, Rejected
4338,5.0, Graduate, No,1906544.0,3730986,16.0,784,2185407,2258379,5988640,5757912, Rejected
4339,1.0, Graduate, No,8005246.0,28268042,9.0,350,2875590,4523783,28645959,1076008, Approved
4340,3.0, Not Graduate, Yes,5688837.0,27357557,10.0,505,19513968,11012800,261121,18307156, Rejected
4341,4.0, Not Graduate, Yes,3610765.0,18910410,14.0,518,3757073,17752568,11875866,3185432, Approved
4342,1.0, Not Graduate, No,4275295.0,20750752,17.0,712,10469261,3980933,34895489,15976270, Rejected
4343,3.0, Graduate, No,2902409.0,21886720,22.0,765,16254355,10772229,1392407,13386502, Approved
4344,3.0, Graduate, Yes,8493012.0,29839695,9.0,525,17400174,11567395,26842869,19491113, Rejected
4345,4.0, Graduate, No,9455446.0,20412159,23.0,475,11132625,548654,32977365,17646721, Approved
4346,3.0, Graduate, No,3083116.0,29974076,10.0,653,1378914,18297909,30346407,4274302, Rejected
4347,2.0, Graduate, Yes,7625210.0,17994384,10.0,567,5992681,10598967,37435435,2576327, Rejected
4348,2.0, Graduate, No,7882376.0,2476460,24.0,839,7055640,10920114,10249067,18589790, Rejected
4349,1.0, Graduate, No,1632051.0,10443281,14.0,446,8058400,19127520,7554597,16249443, Rejected
4350,2.0, Graduate, No,1712868.0,6347911,18.0,744,15527660,12510998,5079074,16735651, Rejected
4351,2.0, Graduate, No,4875462.0,24261269,22.0,705,1375676,5969640,19184626,6207300, Approved
4352,5.0, Not Graduate, Yes,4871987.0,16368950,13.0,778,747265,19043162,11590305,8164661, Approved
4353,4.0, Not Graduate, No,7421372.0,8451983,22.0,778,14424909,10379282,29861325,4681341, Approved
4354,3.0, Graduate, Yes,9569477.0,18195663,20.0,653,4755378,9443811,5735389,10586570, Rejected
4355,5.0, Not Graduate, Yes,9191520.0,4123647,16.0,659,12546794,8297459,41470950,12618823, Rejected
4356,1.0, Not Graduate, Yes,8413983.0,23011569,9.0,535,2601109,16330285,28938044,7273019, Approved
4357,4.0, Not Graduate, Yes,5874147.0,9783508,15.0,575,16456612,10599210,23331146,11575041, Approved
4358,5.0, Graduate, Yes,7899586.0,19407158,7.0,573,5391499,19174921,17403646,15849692, Approved
4359,4.0, Graduate, Yes,9342946.0,20169413,19.0,429,5719212,18931813,32787632,9290809, Rejected
4360,2.0, Not Graduate, Yes,9727018.0,21455569,16.0,405,11464921,17238527,11364434,8983167, Rejected
4361,1.0, Not Graduate, No,6217185.0,16005301,22.0,852,7451076,11776533,20447471,9691953, Rejected
4362,3.0, Graduate, Yes,7039091.0,28581952,24.0,677,8488982,1264271,7646504,18999073, Rejected
4363,4.0, Graduate, No,9668859.0,26774148,9.0,303,10795019,2514352,44626196,4535942, Approved
4364,0.0, Not Graduate, No,3662653.0,7098572,20.0,804,1028972,10193541,44281118,19686960, Approved
4365,5.0, Not Graduate, No,7551560.0,28257797,13.0,436,1545398,16306126,43355309,15808925, Approved
4366,1.0, Graduate, Yes,9281415.0,2893574,23.0,880,9298794,7668986,13900963,13433304, Approved
4367,2.0, Not Graduate, Yes,8981028.0,16669404,18.0,875,4614581,6915084,13580818,3331974, Rejected
4368,2.0, Not Graduate, No,8220125.0,1628253,12.0,592,6236405,19341982,32448051,9055985, Approved
4369,1.0, Not Graduate, Yes,3432092.0,6220829,13.0,717,8377098,6588128,43001195,19736899, Approved
4370,4.0,, No,6584502.0,1017187,17.0,689,7898140,18473968,23104718,15836728, Rejected
4371,3.0, Not Graduate, Yes,7439878.0,25604823,21.0,313,13895811,14685085,42772396,7660704, Approved
4372,3.0, Graduate, No,8006284.0,24098022,16.0,754,9918729,14468523,38562484,10994736, Approved
4373,5.0, Not Graduate, No,2991585.0,29165321,12.0,855,5702626,19763514,2940259,6568772, Rejected
4374,1.0, Not Graduate, Yes,1909129.0,17861939,14.0,722,5400047,15708072,1325256,7160605, Approved
4375,4.0, Not Graduate, Yes,9867296.0,18757550,7.0,750,238033,16002243,42045934,3091754, Approved
4376,5.0, Not Graduate, Yes,4150098.0,861375,6.0,376,8430393,19528638,8007735,15363961, Rejected
4377,2.0, Not Graduate, Yes,3282198.0,24758897,16.0,471,11103811,9794374,5368634,4540723, Rejected
4378,3.0, Graduate, No,1602473.0,13016739,21.0,506,897112,1582559,35059195,17351109, Rejected
4379,4.0, Not Graduate, Yes,2674804.0,26358645,22.0,437,13998469,598620,4631569,14754999, Rejected
4380,4.0, Not Graduate, Yes,8433435.0,12193422,11.0,311,16805736,16885346,25123389,1770702, Rejected
4381,2.0, Graduate, Yes,3600307.0,23028915,21.0,582,17430448,1913314,14485700,8370258, Approved
4382,4.0, Not Graduate, No,2857259.0,21150391,18.0,322,3267040,8990304,48712729,2871223, Approved
4383,2.0, Not Graduate, No,4660347.0,2652688,15.0,703,13155109,17305725,818510,17152165, Approved
4384,3.0, Graduate, Yes,5738294.0,7913659,11.0,840,18740526,6839596,9657909,5044212, Approved
4385,1.0, Not Graduate, No,7097503.0,6569160,23.0,423,3351324,1568235,38981273,17194030, Rejected
4386,5.0, Graduate, Yes,8963416.0,2863075,6.0,415,3593858,13782347,36791824,15756669, Rejected
4387,3.0, Not Graduate, Yes,7197910.0,18944516,22.0,341,1037975,12320614,44437451,13290430, Rejected
4388,1.0, Not Graduate, No,7430877.0,20780753,14.0,633,16516794,12967260,10241099,18066443, Rejected
4389,5.0, Graduate, Yes,7026794.0,27991372,21.0,779,17121832,14653613,43637434,15675643, Approved
4390,4.0, Not Graduate, No,6851708.0,19784720,14.0,327,8633989,13007193,35876891,3772862, Rejected
4391,5.0, Not Graduate, Yes,3601545.0,25997871,14.0,735,13077772,12692755,34393419,7637131, Approved
4392,5.0, Graduate, No,8359274.0,5518159,6.0,345,13687690,13724336,24609407,1395351, Approved
4393,1.0, Graduate, Yes,1420161.0,6543550,13.0,722,7358758,16556246,4726443,10689477, Rejected
4394,2.0, Graduate, Yes,6545932.0,5735267,6.0,821,2398431,6341394,41128926,813323, Rejected
4395,2.0, Not Graduate, Yes,9891211.0,9118754,18.0,376,3986961,10388879,34220840,19607288, Rejected
4396,2.0, Not Graduate, Yes,9309361.0,1666308,7.0,355,10977673,10983645,30845769,1076045, Rejected
4397,1.0, Graduate, No,4603797.0,6602003,7.0,767,14924397,11508116,20185332,8134163, Approved
4398,5.0, Graduate, No,8450762.0,12103565,8.0,409,11144511,7883107,6342205,5458948, Rejected
4399,1.0, Not Graduate, Yes,3745885.0,2237961,20.0,338,8836713,6983551,4451847,19386442, Approved
4400,0.0, Graduate, No,2836844.0,20734998,17.0,350,10408963,2069897,38781146,6634857, Rejected
4401,3.0, Not Graduate, No,1502519.0,8427570,22.0,637,1043947,8408077,2666760,1878448, Rejected
4402,0.0, Graduate, No,8861752.0,6834498,20.0,538,8042538,3600035,9335353,3356613, Rejected
4403,1.0, Graduate, Yes,3407317.0,23244209,18.0,682,18350353,13803873,18245821,16030073, Approved
4404,2.0, Graduate, Yes,8598506.0,29877834,21.0,608,2820652,7962671,6085723,10707330, Rejected
4405,0.0, Graduate, Yes,4497618.0,25320968,20.0,343,17354289,14012493,23816132,7619935, Approved
4406,1.0, Not Graduate, No,9246851.0,15605346,14.0,821,12664301,12765322,21583091,19398300, Rejected
4407,0.0, Graduate, No,4824137.0,4844540,22.0,656,16751744,279872,20793715,13735287, Approved
4408,5.0, Graduate, Yes,6604657.0,18221392,23.0,852,6131104,13817948,41424937,15271729, Approved
4409,2.0, Not Graduate, No,8427177.0,10980051,22.0,760,16553114,3051510,42487292,17867993, Approved
4410,0.0, Not Graduate, Yes,2761069.0,14105831,20.0,423,6412885,686577,27345841,12650782, Rejected
4411,2.0, Graduate, Yes,4513824.0,24259809,10.0,311,6496766,16134584,6454112,16880866, Rejected
4412,, Graduate, No,5985003.0,8843859,14.0,811,1899170,4539756,40484091,13308323, Rejected
4413,5.0, Not Graduate, Yes,5981203.0,28246499,22.0,389,1910184,7497760,49126463,4868882, Rejected
4414,1.0, Graduate, No,8371839.0,26658685,10.0,779,11411636,7081360,13045514,19440626, Approved
4415,4.0, Graduate, Yes,2910915.0,8933627,16.0,782,12325976,12599698,24079381,10519354, Approved
4416,1.0, Graduate, Yes,9929708.0,21109372,11.0,852,9982227,8761630,18681379,13025753, Approved
4417,2.0, Not Graduate, No,7958035.0,3650477,9.0,749,9946441,1513795,29653329,14540313, Approved
4418,3.0, Graduate, Yes,5624351.0,19661658,8.0,492,14913412,15017041,10892369,14856106, Approved
4419,1.0, Not Graduate, Yes,2123527.0,21248743,16.0,472,12132156,15882357,7049518,6990869, Approved
4420,4.0, Graduate, Yes,9714464.0,10497563,13.0,625,18287703,2084721,42710763,4439285, Rejected
4421,3.0, Graduate, Yes,4176172.0,21557606,13.0,454,9709747,8975601,32122991,18789436, Approved
4422,1.0, Not Graduate, No,4782455.0,11188683,19.0,699,17970468,4890794,14177208,11225256, Approved
4423,1.0, Not Graduate, Yes,7030083.0,17156122,19.0,519,10379686,15990456,10695629,3592636, Rejected
4424,0.0, Graduate, No,1807009.0,9347522,10.0,685,11109311,3763703,20138352,9849590, Rejected
4425,3.0, Not Graduate, No,3991100.0,4336793,22.0,351,17729200,535089,44502555,8303046, Approved
4426,5.0, Graduate, Yes,1760315.0,8044274,10.0,517,7724405,2436934,21035750,5567393, Approved
4427,2.0, Not Graduate, No,7783527.0,25656544,18.0,432,18889260,6849879,29819327,6851469, Rejected
4428,3.0, Not Graduate, Yes,9162510.0,21360993,17.0,365,16139219,7267433,26481964,19220259, Rejected
4429,2.0, Not Graduate, No,4553700.0,8062742,7.0,821,15555497,8813431,21744771,5163457, Rejected
